out_degree,in_degree,betweenness_centrality,pagerank,attachment_count,service_count,avg_path_to_sensitive,min_path_to_sensitive,has_wildcard_action,service_wildcard_count,wildcard_entropy,dangerous_action_count,resource_count,has_wildcard_resource,specificity_score,escalation_path_count,min_escalation_path_length,max_escalation_risk,requires_mfa,has_ip_restriction,has_time_restriction,has_org_restriction,policy_id,known_risk_label,escalation_techniques_enabled,risk_label,prob_low,prob_medium,prob_high
3,4,0.0,8.329922094232431e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,0,1,policy:syn_condition_rich_0043,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
3,4,0.0,8.206372278310651e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0044,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
3,4,0.0,8.576499040445436e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,0,1,policy:syn_condition_rich_0045,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
3,4,0.0,8.260374750428762e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,1,0,0,1,policy:syn_condition_rich_0046,,0.0,0,0.4874079070927044,0.15607915513893664,0.35651293776835896
3,4,0.0,8.5581723755242e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,0,policy:syn_condition_rich_0047,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
2,4,0.0,0.0001083049370793,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0048,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
2,4,0.0,9.148513127381012e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0049,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
5,4,2.5213005884964315e-06,8.42988572107554e-05,4,3,1.0,1.0,0,2,0.3899750003365013,1,1,0,0.7194373997790668,1,3,2.5,1,1,0,1,policy:syn_condition_rich_0050,,5.0,0,0.8620384252049492,0.0004361578597382183,0.13752541693531256
2,4,0.0,8.712745761476046e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,1,1,0,0,policy:syn_condition_rich_0051,,0.0,0,0.4874079070927044,0.15607915513893664,0.35651293776835896
2,4,0.0,7.901281764685723e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0052,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
2,4,0.0,9.236258977609964e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0053,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
3,4,0.0,8.655729470609974e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,0.5,1,0,1,0,policy:syn_condition_rich_0054,,1.0,2,0.28902659983217577,0.054764681682484065,0.6562087184853402
2,4,0.0,8.680350141665778e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0055,,5.0,2,0.0004486247572386635,0.046484304523763495,0.9530670707189979
5,4,0.0,8.898048706790774e-05,4,2,1.0,1.0,0,0,0.0,1,2,0,1.0,1,3,0.5,1,1,1,1,policy:syn_condition_rich_0056,,1.0,0,0.9760537495834886,9.926423212114849e-05,0.02384698618439022
3,4,0.0,8.077791613194807e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,0,1,policy:syn_condition_rich_0057,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
5,4,0.0,8.224034696909728e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,0,policy:syn_condition_rich_0058,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
4,4,0.0,8.588716817059594e-05,4,3,2.0,999.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0059,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,9.718676036041715e-05,4,1,1.0,1.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,0,policy:syn_condition_rich_0060,,5.0,2,0.1470711293931443,0.0228371834492048,0.8300916871576508
5,4,0.0,8.175348708280584e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0061,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,7.90452132666675e-05,4,2,1.0,1.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,0,1,policy:syn_condition_rich_0062,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
4,4,0.0,8.303635362729242e-05,4,3,2.0,999.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,1,policy:syn_condition_rich_0063,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
3,4,0.0,8.745013222790359e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0064,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,9.661659745175644e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0065,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,8.228107289114448e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0066,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
4,4,0.0,9.226262614925651e-05,4,2,1.0,1.0,0,1,0.4999999998557304,1,1,0,0.6666666667307865,0,999,0.0,1,1,0,0,policy:syn_condition_rich_0067,,0.0,2,0.270744079682265,0.33708150182973184,0.3921744184880033
3,4,0.0,8.873613153562458e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,0,1,policy:syn_condition_rich_0068,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
3,4,0.0,7.771663685862444e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0069,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
2,4,0.0,8.042676185303767e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0070,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
3,4,0.0,8.617224962492628e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0071,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
2,4,0.0,8.028735388910689e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,0,1,1,policy:syn_condition_rich_0072,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
3,4,0.0,9.433594581711365e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0073,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
4,4,0.0,8.103579950547068e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0074,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
4,4,0.0,8.374905726311829e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0075,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,8.03230958696448e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,1,0,policy:syn_condition_rich_0076,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
3,4,0.0,8.221998400807368e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0077,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,8.228107289114448e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0078,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
5,4,0.0,9.115619113419816e-05,4,3,1.0,1.0,0,2,0.3899750003365013,1,1,0,0.7194373997790668,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0079,,5.0,2,0.1171533239196901,0.04939947486570044,0.8334472012146095
2,4,0.0,0.0001051301663378,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,1,0,policy:syn_condition_rich_0080,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
3,4,0.0,8.492825782421202e-05,4,2,1.0,1.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,0,policy:syn_condition_rich_0081,,5.0,2,0.1470711293931443,0.0228371834492048,0.8300916871576508
3,4,0.0,9.022741897529385e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0082,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
3,4,0.0,8.617224962492628e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0083,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
3,4,0.0,7.953762668778356e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0084,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
5,4,0.0,8.374720608484341e-05,4,3,1.0,1.0,0,2,0.3899750003365013,1,1,0,0.7194373997790668,0,999,0.0,1,0,1,1,policy:syn_condition_rich_0085,,0.0,2,0.270744079682265,0.33708150182973184,0.3921744184880033
5,4,0.0,8.336030982539509e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0086,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
3,4,6.085897972232766e-07,7.971719098044618e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,0,1,policy:syn_condition_rich_0087,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
5,4,0.0,8.90230641682298e-05,4,3,1.0,1.0,0,2,0.3899750003365013,1,1,0,0.7194373997790668,0,999,0.0,1,1,1,0,policy:syn_condition_rich_0088,,0.0,2,0.270744079682265,0.33708150182973184,0.3921744184880033
3,4,0.0,8.07455205121378e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,0,1,policy:syn_condition_rich_0089,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
4,4,0.0,8.195213275153252e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,0,1,0,0,policy:syn_condition_rich_0090,,0.0,0,0.4874079070927044,0.15607915513893664,0.35651293776835896
3,4,0.0,8.9774642547828e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,0.5,1,1,1,1,policy:syn_condition_rich_0091,,1.0,0,0.9760537495834886,9.926423212114849e-05,0.02384698618439022
4,4,0.0,8.753471683523239e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0092,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
2,4,0.0,7.928643603571625e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,1,policy:syn_condition_rich_0093,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
4,4,0.0,8.588716817059594e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0094,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
4,4,0.0,8.313631725413552e-05,4,1,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0095,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
4,4,0.0,8.047062053831925e-05,4,2,1.0,1.0,0,1,0.4999999998557304,1,1,0,0.6666666667307865,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0096,,5.0,2,0.1171533239196901,0.04939947486570044,0.8334472012146095
5,4,0.0,8.148563582626468e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0097,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
2,4,0.0,8.360466535767825e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,1.0,1,0,0,0,policy:syn_condition_rich_0098,,2.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,7.733472454068537e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,0,policy:syn_condition_rich_0099,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,7.938953242579376e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0100,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
3,4,0.0,8.90230641682298e-05,4,2,1.0,1.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0101,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
4,4,0.0,7.857871634139963e-05,4,2,1.0,1.0,0,1,0.4999999998557304,1,1,0,0.6666666667307865,1,3,2.5,1,0,1,1,policy:syn_condition_rich_0102,,5.0,2,0.2133163421805125,0.08727325454888975,0.6994104032705977
3,4,0.0,7.9574650253281e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,0,1,policy:syn_condition_rich_0103,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
3,4,0.0,9.201143549718922e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,0,0,1,0,policy:syn_condition_rich_0104,,0.0,0,0.4874079070927044,0.15607915513893664,0.35651293776835896
3,4,0.0,8.517446453477006e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,0.5,0,1,0,1,policy:syn_condition_rich_0105,,1.0,0,0.6311697224138615,0.05190451962803088,0.31692575795810757
2,4,0.0,8.323998323752838e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,1,0,0,policy:syn_condition_rich_0106,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
3,4,0.0,8.777907236751555e-05,4,2,2.0,999.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,1,0,0,policy:syn_condition_rich_0107,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
3,4,0.0,9.657772270798414e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,1,policy:syn_condition_rich_0108,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
3,4,0.0,8.221998400807368e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0109,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
5,4,0.0,9.154493857192138e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,0,policy:syn_condition_rich_0110,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
5,4,0.0,8.089824271981477e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0111,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
4,4,0.0,9.005972400215836e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0112,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
2,4,0.0,8.77013228799709e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,1,0,0,policy:syn_condition_rich_0113,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
3,4,0.0,8.104078344697995e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0114,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
4,4,1.999652190876481e-06,8.464317636988168e-05,4,3,2.0,999.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0115,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,8.021423234724942e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,1,policy:syn_condition_rich_0116,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
3,4,0.0,8.698676806587015e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,0,1,1,policy:syn_condition_rich_0117,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
3,4,0.0,8.649620582302896e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,0,policy:syn_condition_rich_0118,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,8.081493969744552e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0119,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
2,4,0.0,8.84529012595691e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,1,policy:syn_condition_rich_0120,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
5,4,0.0,8.260374750428762e-05,4,3,1.0,1.0,0,2,0.3899750003365013,1,1,0,0.7194373997790668,0,999,0.0,1,0,0,1,policy:syn_condition_rich_0121,,0.0,2,0.270744079682265,0.33708150182973184,0.3921744184880033
3,4,0.0,8.350285055256027e-05,4,2,1.0,1.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,1,0,0,policy:syn_condition_rich_0122,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
2,4,0.0,9.101863434854226e-05,4,1,2.0,999.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,0,999,0.0,1,0,1,0,policy:syn_condition_rich_0123,,0.0,0,0.4874079070927044,0.15607915513893664,0.35651293776835896
2,4,0.0,9.710530851632276e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,1,0,0,policy:syn_condition_rich_0124,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
4,4,0.0,7.733472454068537e-05,4,3,2.0,999.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0125,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
3,4,0.0,0.0001056577521462,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0126,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
5,4,0.0,8.474684235327453e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0127,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
3,4,0.0,8.279014691673439e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0128,,5.0,2,0.0002867715945899602,0.04254320894280599,0.957170019462604
5,4,0.0,9.33381607269574e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,0,1,policy:syn_condition_rich_0129,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
4,4,0.0,8.609079778083191e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0130,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
5,4,0.0,8.560208671626558e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0131,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
2,4,0.0,8.712745761476046e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,1,0,policy:syn_condition_rich_0132,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
3,4,0.0,8.784016125058633e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0133,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
4,4,0.0,8.894161232413541e-05,4,3,1.0,1.0,0,3,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,0,1,policy:syn_condition_rich_0134,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
2,4,0.0,7.986158288588622e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0135,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
6,4,0.0,8.49893467072828e-05,4,4,1.0,1.0,0,3,0.3112781243148633,1,1,0,0.7626147202924591,1,3,2.5,1,0,0,1,policy:syn_condition_rich_0136,,5.0,2,0.15499960720186548,0.11386880201501748,0.7311315907831171
3,4,0.0,8.456542688233703e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,1,policy:syn_condition_rich_0137,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
3,4,0.0,9.61501005264886e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,0,999,0.0,1,1,1,1,policy:syn_condition_rich_0138,,0.0,0,0.983036909354228,0.00017413622773077705,0.016788954418041208
2,4,0.0,8.580386514822668e-05,4,1,1.0,1.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0139,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
5,4,0.0,7.861759108517196e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0140,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
4,4,0.0,8.179236182657814e-05,4,1,1.0,1.0,0,0,0.0,2,1,0,1.0,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0141,,5.0,2,0.0007121651852131222,0.05646004333153772,0.9428277914832491
3,4,0.0,7.885696267594584e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,1,0,1,0,policy:syn_condition_rich_0142,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,8.578350218720308e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0143,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
3,4,0.0,9.618897527026092e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,1,1,policy:syn_condition_rich_0144,,5.0,0,0.5430154783285951,0.02555951300356363,0.43142500866784117
4,4,0.0,7.887027691969205e-05,4,1,1.0,1.0,0,0,0.0,2,1,0,1.0,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0145,,5.0,2,0.0007121651852131222,0.05646004333153772,0.9428277914832491
3,4,0.0,7.741911649145163e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,0,0,policy:syn_condition_rich_0146,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,8.480294729483604e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,0,0,0,policy:syn_condition_rich_0147,,5.0,2,0.2646965289304276,0.01838528208405029,0.7169181889855221
3,4,0.0,8.57020503431087e-05,4,1,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,1,0,policy:syn_condition_rich_0148,,0.0,0,0.5692982359803432,0.11675355784482923,0.3139482061748275
6,4,0.0,9.097790842649509e-05,4,4,1.0,1.0,0,3,0.3112781243148633,1,1,0,0.7626147202924591,1,3,0.5,1,1,1,0,policy:syn_condition_rich_0149,,1.0,2,0.11374938634318137,0.1504709084041704,0.7357797052526482
2,4,0.0,8.054189090190184e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,2.5,0,1,1,0,policy:syn_condition_rich_0150,,5.0,2,0.3606985025695664,0.017498280679950514,0.621803216750483
3,4,0.0,8.513188743444798e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,0.5,0,0,0,0,policy:syn_condition_rich_0151,,1.0,2,0.0004220038882592982,0.10937780884969926,0.8902001872620414
3,4,0.0,8.794197605570431e-05,4,1,2.0,999.0,0,0,0.0,0,1,0,1.0,1,3,0.5,1,1,1,1,policy:syn_condition_rich_0152,,1.0,0,0.9760537495834886,9.926423212114849e-05,0.02384698618439022
4,4,0.0,8.323499929601911e-05,4,1,1.0,1.0,0,1,0.4999999998557304,1,1,0,0.6666666667307865,1,3,2.5,1,1,0,0,policy:syn_condition_rich_0153,,5.0,2,0.1171533239196901,0.04939947486570044,0.8334472012146095
3,4,0.0,8.934702036633248e-05,4,2,1.0,1.0,0,0,0.0,0,1,0,1.0,0,999,0.0,0,0,0,1,policy:syn_condition_rich_0154,,0.0,0,0.6692378861012543,0.09586052258015201,0.2349015913185936
3,4,0.0,8.317391041294832e-05,4,2,1.0,1.0,0,2,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,1,0,0,0,policy:syn_condition_rich_0155,,5.0,2,0.2127268637480734,0.023071001009800453,0.7642021352421261
5,4,0.0,8.464317636988168e-05,4,2,1.0,1.0,0,0,0.0,1,1,0,1.0,1,3,2.5,1,1,1,1,policy:syn_condition_rich_0156,,5.0,0,0.9627266900053252,5.6040682048325524e-05,0.03721726931262647
2,4,0.0,8.802527907807358e-05,4,1,1.0,1.0,0,1,-1.4426951601859516e-10,0,1,0,1.0000000001442697,1,3,2.5,0,0,1,1,policy:syn_condition_rich_0157,,5.0,2,0.3622026212579084,0.038114042719679934,0.5996833360224115
